artist,song,version,UG link,
Passenger,Let Her Go,1,https://tabs.ultimate-guitar.com/tab/passenger/let-her-go-chords-1137467
Patti Smith,Because The Night,2,https://tabs.ultimate-guitar.com/tab/patti-smith/because-the-night-chords-1129965
Phil Collins,In The Air Tonight,1,https://tabs.ultimate-guitar.com/tab/phil-collins/in-the-air-tonight-chords-15811
Phil Collins,Son Of Man,1,https://tabs.ultimate-guitar.com/tab/phil-collins/son-of-man-chords-562196
Phil Collins,Strangers Like Me,3,https://tabs.ultimate-guitar.com/tab/phil-collins/strangers-like-me-chords-1227701
Pink Floyd,Comfortably Numb,1,https://tabs.ultimate-guitar.com/tab/pink-floyd/comfortably-numb-chords-44547
Pink Floyd,Wish You Were Here,1,https://tabs.ultimate-guitar.com/tab/pink-floyd/wish-you-were-here-chords-44555
Pink Martini,Sympathique,3,https://tabs.ultimate-guitar.com/tab/pink-martini/sympathique-chords-2201419
Plain White T's,Hey There Delilah,3,https://tabs.ultimate-guitar.com/tab/plain-white-ts/hey-there-delilah-chords-337676
Poets of the Fall,Carnival Of Rust,1,https://tabs.ultimate-guitar.com/tab/poets-of-the-fall/carnival-of-rust-chords-350819
R.E.M.,Losing My Religion,1,https://tabs.ultimate-guitar.com/tab/r-e-m-/losing-my-religion-chords-114345
Radiohead,Creep,1,https://tabs.ultimate-guitar.com/tab/radiohead/creep-chords-4169
Radiohead,Fake Plastic Trees,1,https://tabs.ultimate-guitar.com/tab/radiohead/fake-plastic-trees-chords-4149
Radiohead,High And Dry,2,https://tabs.ultimate-guitar.com/tab/radiohead/high-and-dry-chords-1965151
Radiohead,Karma Police,2,https://tabs.ultimate-guitar.com/tab/radiohead/karma-police-chords-103398
Radiohead,No Surprises,1,https://tabs.ultimate-guitar.com/tab/radiohead/no-surprises-chords-183884
Rag'n'Bone Man,Human,1,https://tabs.ultimate-guitar.com/tab/ragnbone-man/human-chords-1866371
Ray Charles,Hit The Road Jack,1,https://tabs.ultimate-guitar.com/tab/ray-charles/hit-the-road-jack-chords-168021
Red Hot Chili Peppers,Californication,1,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/californication-chords-202765
Red Hot Chili Peppers,Road Trippin,1,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/road-trippin-chords-1009501
Red Hot Chili Peppers,Snow Hey Oh,1,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/snow-hey-oh-chords-497382
Red Hot Chili Peppers,Under The Bridge,1,https://tabs.ultimate-guitar.com/user/tab/view?h=ABq9QkdKFmJaqbUMqsQq6Ler
Renan Luce,Les Voisines,1,https://tabs.ultimate-guitar.com/tab/renan-luce/les-voisines-chords-1087584
Renaud,Manhattan-Kaboul,1,https://tabs.ultimate-guitar.com/tab/renaud/manhattan-kaboul-chords-956316
Rise Against,Hero Of War,3,https://tabs.ultimate-guitar.com/tab/rise-against/hero-of-war-chords-808812
Royal Blood,Lights Out,1,https://tabs.ultimate-guitar.com/tab/royal-blood/lights-out-chords-1981099
Sam Smith,Stay With Me,8,https://tabs.ultimate-guitar.com/tab/sam-smith/stay-with-me-chords-1760830
Shaka Ponk,Im Picky,1,https://tabs.ultimate-guitar.com/tab/shaka-ponk/im-picky-chords-1086881
Shawn Mendes,Stitches,2,https://tabs.ultimate-guitar.com/tab/shawn-mendes/stitches-chords-1721493
Shawn Mendes,Theres Nothing Holdin Me Back,1,https://tabs.ultimate-guitar.com/tab/shawn-mendes/theres-nothing-holdin-me-back-chords-1983837
Simon & Garfunkel,The Sound Of Silence,2,https://tabs.ultimate-guitar.com/tab/simon-garfunkel/the-sound-of-silence-chords-159157
Simple Minds,Dont You Forget About Me,2,https://tabs.ultimate-guitar.com/tab/simple-minds/dont-you-forget-about-me-chords-1448722
Soft Cell,Tainted Love,2,https://tabs.ultimate-guitar.com/tab/soft-cell/tainted-love-chords-528038
Sonata Arctica,Alone In Heaven,1,https://tabs.ultimate-guitar.com/tab/sonata-arctica/alone-in-heaven-chords-1511926
Soul Asylum,Runaway Train,1,https://tabs.ultimate-guitar.com/tab/soul-asylum/runaway-train-chords-84027
Sparklehorse,Piano Fire,1,https://tabs.ultimate-guitar.com/tab/sparklehorse/piano-fire-chords-727346
Starset,My Demons,1,https://tabs.ultimate-guitar.com/tab/starset/my-demons-chords-1716095
Starset,Satellite,1,https://tabs.ultimate-guitar.com/tab/starset/satellite-chords-1967311
Sting,Englishman In New York,1,https://tabs.ultimate-guitar.com/tab/sting/englishman-in-new-york-chords-2220
Sting,Shape Of My Heart,3,https://tabs.ultimate-guitar.com/tab/sting/shape-of-my-heart-chords-1472624
Sting,Stolen Car Take Me Dancing,1,https://tabs.ultimate-guitar.com/tab/sting/stolen-car-take-me-dancing-chords-1726330
Survivor,Eye Of The Tiger,2,https://tabs.ultimate-guitar.com/tab/survivor/eye-of-the-tiger-chords-1483686
Swedish House Mafia,Dont You Worry Child,1,https://tabs.ultimate-guitar.com/tab/swedish-house-mafia/dont-you-worry-child-chords-1180854
Syd Matters,Obstacles,4,https://tabs.ultimate-guitar.com/tab/syd-matters/obstacles-chords-2076999
Syd Matters,To All Of You,1,https://tabs.ultimate-guitar.com/tab/syd-matters/to-all-of-you-chords-913273
System of a Down,Aerials,2,https://tabs.ultimate-guitar.com/tab/system-of-a-down/aerials-chords-2132765
System of a Down,Lonely Day,2,https://tabs.ultimate-guitar.com/tab/system-of-a-down/lonely-day-chords-328133
System of a Down,Toxicity,2,https://tabs.ultimate-guitar.com/tab/system-of-a-down/toxicity-chords-1008226
The Animals,House Of The Rising Sun,1,https://tabs.ultimate-guitar.com/tab/the-animals/house-of-the-rising-sun-chords-18688
The Beatles,Eleanor Rigby,3,https://tabs.ultimate-guitar.com/tab/the-beatles/eleanor-rigby-chords-760029
The Beatles,Help,1,https://tabs.ultimate-guitar.com/tab/the-beatles/help-chords-17269
The Beatles,Hey Jude,7,https://tabs.ultimate-guitar.com/tab/the-beatles/hey-jude-chords-1061739
The Beatles,Let It Be,2,https://tabs.ultimate-guitar.com/tab/the-beatles/let-it-be-chords-60690
The Beatles,Sexy Sadie,2,https://tabs.ultimate-guitar.com/tab/the-beatles/sexy-sadie-chords-1052103
The Beatles,Ticket To Ride,4,https://tabs.ultimate-guitar.com/tab/the-beatles/ticket-to-ride-chords-1088894
The Beatles,While My Guitar Gently Weeps,1,https://tabs.ultimate-guitar.com/tab/the-beatles/while-my-guitar-gently-weeps-chords-17446
The Beatles,Yesterday,4,https://tabs.ultimate-guitar.com/tab/the-beatles/yesterday-chords-887610
The Chainsmokers,Something Just Like This,3,https://tabs.ultimate-guitar.com/tab/the-chainsmokers/something-just-like-this-chords-1953009
The Connells,74-75,1,https://tabs.ultimate-guitar.com/tab/the-connells/74-75-chords-15799
